,fecha,estacion,año,mes,festivo,dia_semana,clima,temperatura,sensacion_termica,humedad,viento,registrado,registrado_box,laboral_no,laboral_sí
21,2018-01-22,0.0,0,0.0,1,0.0,2,-2.388745909540918,-2.422339319114224,-1.6432680490407008,-0.09090909090909086,888,345.75761735429813,0.0,1.0
22,2018-01-23,0.0,0,0.0,1,0.0,2,-2.175456872507045,-2.3118231575730133,-1.3778797322250893,0.6666666666666667,836,328.70858721143446,0.0,1.0
23,2018-01-24,0.0,0,0.0,1,1.0,2,-2.175456872507045,-2.189027422527224,-0.9833835856072883,-0.2272727272727273,1330,484.9489891796616,0.0,1.0
24,2018-01-25,0.0,0,0.0,1,1.5,1,-1.4822675021469591,-1.4768121592616468,-0.08680143420319557,-0.5151515151515152,1799,624.4129078975941,0.0,1.0
25,2018-01-26,0.0,0,0.0,1,1.5,0,-1.52225919659081,-1.6610057618303307,1.6704995825488262,1.1515151515151516,472,203.48749412087776,0.0,1.0
26,2018-01-27,0.0,0,0.0,1,1.5,2,-1.6422342799223635,-1.562769173793699,0.4224572277943287,-0.6818181818181819,416,183.00119773417615,1.0,0.0
27,2018-01-28,0.0,0,0.0,1,0.5,1,-1.6022425854785123,-1.5382100267845413,1.1755862349737667,-0.5757575757575756,1129,422.7864698111936,1.0,0.0
28,2018-01-29,0.0,0,0.0,1,0.0,2,-1.6289037151077466,-1.611887467812015,0.16424156818995042,-0.3636363636363637,975,373.9205127041261,0.0,1.0
29,2018-01-30,0.0,0,0.0,1,0.0,2,-1.52225919659081,-1.3785755712250154,0.6663275729762423,-1.0757575757575757,956,367.80667500009804,0.0,1.0
30,2018-01-31,0.0,0,0.0,1,1.0,1,-1.7222176688100657,-1.7715219233715407,-0.18004597794922153,0.06060606060606066,1459,524.0183069392909,0.0,1.0
31,2018-01-02,0.0,0,0.0,1,0.0,1,-1.6555648447369804,-1.4768121592616468,1.4409745517893784,-1.2878787878787878,1313,479.75479159605743,0.0,1.0
32,2018-02-02,0.0,0,1.0,1,1.5,1,-1.2823090299277036,-1.3540164242158574,1.0464784051715774,0.8484848484848485,1454,522.5149244899186,0.0,1.0
33,2018-03-02,0.0,0,1.5,1,1.5,2,-1.6822259743662147,-1.8206402173898566,-1.3707070750138568,0.9848484848484852,1489,533.0208736219265,0.0,1.0
34,2018-04-02,1.0,0,1.5,1,0.0,1,-1.5489203262200444,-1.5136508797753834,-0.31632646496264355,-0.5303030303030303,1620,571.9908022021772,0.0,1.0
35,2018-05-02,1.0,0,2.0,1,1.0,1,-1.4289452428884908,-1.4154142917387522,2.1510676157014204,-0.19696969696969682,905,351.2952225907171,0.0,1.0
36,2018-06-02,1.0,0,3.0,1,1.5,2,-1.149003381781533,-1.1207045276288579,-0.43826163755360037,-0.3939393939393939,1269,466.2589866701449,1.0,0.0
37,2018-07-02,1.5,0,2.0,1,0.0,2,-1.2289867706692352,-1.0470270866013844,0.7810900883559658,-1.378787878787879,1592,563.7064730069834,0.0,1.0
38,2018-08-02,1.5,0,2.5,1,1.5,2,-1.495598066961576,-1.6978444823440673,-0.6534413538905827,1.8484848484848488,1466,526.1216154901521,0.0,1.0
39,2018-09-02,1.5,0,2.5,1,0.5,1,-1.9754984002877896,-2.0293929669676984,-0.9618656139735904,0.09090909090909086,1552,551.8298296931151,1.0,0.0
40,2018-10-02,1.0,0,2.0,1,0.0,2,-1.9221761410293212,-1.9925542464539614,-1.3778797322250893,0.42424242424242437,1491,533.6199746591649,0.0,1.0
41,2018-11-02,1.0,0,1.5,1,1.5,2,-1.6688954095515975,-1.599607894307436,-0.8829663846500301,-0.7272727272727273,1597,565.187569047532,0.0,1.0
42,2018-12-02,1.0,0,1.0,1,0.5,2,-1.495598066961576,-1.4890917327662256,-0.6104054106231861,0.2272727272727273,1184,439.9653852780472,1.0,0.0
43,2018-02-13,0.0,0,1.0,1,0.0,2,-0.9757060391915114,-0.9242313515555952,-1.2344265880004344,0.8181818181818182,1192,442.4530383636494,0.0,1.0
44,2018-02-14,0.0,0,1.0,1,1.0,2,-0.44248344660682987,-0.4698871318861751,-1.8154118221102866,2.409090909090909,1705,596.997067662317,0.0,1.0
45,2018-02-15,0.0,0,1.0,1,1.5,2,-1.2556479002984693,-1.3540164242158574,-2.260116569206717,1.1212121212121213,1675,588.1953458538957,0.0,1.0
46,2018-02-16,0.0,0,1.0,1,1.5,2,-0.9757060391915114,-0.9733496455739107,-1.478296933182348,0.7272727272727272,1897,652.7449049684101,0.0,1.0
47,2018-02-17,0.0,0,1.0,1,1.5,2,-0.3225083632752767,-0.28569352931749126,-0.8901390418612629,0.5000000000000001,2216,743.3715957556782,1.0,0.0
48,2018-02-18,0.0,0,1.0,1,0.5,2,0.14406140523631972,0.2300485578748239,-0.8040671553264698,0.8484848484848485,2348,780.2279155304616,1.0,0.0
49,2018-02-19,0.0,0,1.0,0,0.0,2,-0.5224668354945323,-0.5067258523999115,-0.016868026393676232,3.3181818181818183,1103,414.61773804082156,1.0,0.0
50,2018-02-20,0.0,0,1.0,1,0.0,2,-1.149003381781533,-1.2066615421609104,-1.5858867913508392,0.43939393939393945,1173,436.54032720162917,0.0,1.0
51,2018-02-21,0.0,0,1.0,1,1.0,1,-1.0556894280792137,-1.1698228216471738,-0.1728733207379887,1.2878787878787883,912,353.57041083547824,0.0,1.0
52,2018-02-22,0.0,0,1.0,1,1.5,2,-1.7088871039954487,-1.7715219233715407,-0.36653506544127296,0.15151515151515152,1376,498.9494688450898,0.0,1.0
53,2018-02-23,0.0,0,1.0,1,1.5,2,-1.495598066961576,-1.4031347182341731,-1.478296933182348,-0.8787878787878788,1778,618.309027054185,0.0,1.0
54,2018-02-24,0.0,0,1.0,1,1.5,1,-1.095681122523065,-1.1329841011334367,0.48701114269542384,0.7121212121212123,1707,597.5829361155191,1.0,0.0
55,2018-02-25,0.0,0,1.0,1,0.5,1,-0.7224253077137877,-0.7645968959960691,0.594601000863915,1.6818181818181819,1341,488.30409943491424,1.0,0.0
56,2018-02-26,0.0,0,1.0,1,0.0,2,-1.16233394659615,-1.1821023951517526,-0.6534413538905827,0.06060606060606066,1545,549.7462562816062,0.0,1.0
57,2018-02-27,0.0,0,1.0,1,0.0,2,-0.8290698262307241,-0.75231732249149,0.365075970104467,-0.5606060606060606,1708,597.8758278673835,0.0,1.0
58,2018-02-28,0.0,0,1.0,1,1.0,1,-0.48247514105068107,-0.457607558381596,1.7709167835060842,1.106060606060606,1365,495.60864830283623,0.0,1.0
59,2018-01-03,0.0,0,0.0,1,1.0,2,-1.2556479002984693,-1.2926185566929629,-0.6749593255242806,0.3636363636363637,1714,599.6325849471677,0.0,1.0
60,2018-02-03,0.0,0,1.0,1,1.5,2,-0.8823920854891922,-0.948790498564753,-1.2846351884790637,1.2878787878787883,1903,654.4715547919616,1.0,0.0
61,2018-03-03,0.0,0,1.5,1,1.5,2,-1.6289037151077466,-1.6855649088394884,-2.2314259403617855,0.4545454545454546,1562,554.8036765632183,1.0,0.0
62,2018-04-03,1.0,0,1.5,1,0.0,1,-1.2823090299277036,-1.3417368507112784,-0.13701003468182496,0.2272727272727273,1730,604.3123227893575,0.0,1.0
63,2018-05-03,1.0,0,2.0,1,1.5,1,-0.6024502243822343,-0.5926828669319644,1.1468956061288362,0.7272727272727272,1437,517.3970217259957,0.0,1.0
64,2018-06-03,1.0,0,3.0,1,0.5,1,-0.6557724836407025,-0.6663603079594377,2.2873481027148417,1.6515151515151516,491,210.34504994379805,1.0,0.0
65,2018-07-03,1.5,0,2.0,1,0.0,2,-1.2823090299277036,-1.4522530122524888,-0.5601968101445567,1.6363636363636362,1628,574.3533995983481,0.0,1.0
66,2018-08-03,1.5,0,2.5,1,1.5,2,-1.1090116873376819,-1.0593066601059633,-1.4926422476048131,-0.6060606060606061,1817,629.6354521196515,0.0,1.0
67,2018-09-03,1.5,0,2.5,0,0.0,1,-1.095681122523065,-1.1575432481425947,1.0464784051715774,0.4090909090909093,1700,595.5319000867822,1.0,0.0
68,2018-10-03,1.0,0,2.0,1,1.0,0,-0.5757890947530002,-0.5435645729136483,-0.018661190696484316,0.8181818181818182,577,240.86500687811574,0.0,1.0
69,2018-11-03,1.0,0,1.5,1,1.5,1,-0.9757060391915114,-1.0470270866013844,0.14989625376748472,0.5303030303030303,1730,604.3123227893575,1.0,0.0
70,2018-12-03,1.0,0,1.0,1,0.0,2,-0.9090532151184263,-0.9119517780510161,-0.2445998928503161,0.4090909090909093,1408,508.6433283250761,0.0,1.0
71,2018-03-13,0.0,0,1.5,1,0.0,2,-0.6024502243822343,-0.5804032934273853,-0.7323405832141424,0.9090909090909094,1435,516.7942607987924,0.0,1.0
72,2018-03-14,0.0,0,1.5,1,1.0,2,-0.9357143447476602,-0.8751130575372793,-0.9475202995511247,-0.43939393939393945,1687,591.7191301074475,0.0,1.0
73,2018-03-15,0.0,0,1.5,1,1.5,1,-0.9757060391915114,-0.9610700720693318,0.19293219703488076,0.030303030303030467,1767,615.1070148629719,0.0,1.0
74,2018-03-16,0.0,0,1.5,1,1.5,1,-0.7090947428991706,-0.6663603079594377,1.0608237195940433,0.2272727272727273,1871,645.252298259985,0.0,1.0
75,2018-03-17,0.0,0,1.5,1,1.5,2,-0.44248344660682987,-0.3962096908587014,-0.18721863516045437,0.28787878787878796,2320,772.4391163099239,1.0,0.0
76,2018-03-18,0.0,0,1.5,1,0.5,2,0.23737535893863937,0.3282851459114549,-0.7466858976366081,0.5151515151515152,2355,782.172714934869,1.0,0.0
77,2018-03-19,0.0,0,1.5,1,0.0,2,-0.1225498910560211,-0.05238163273049144,-1.7938938504765887,1.9090909090909092,1693,593.4794702042765,0.0,1.0
78,2018-03-20,1.0,0,1.5,1,0.0,2,-0.8957226503038093,-0.9119517780510161,-1.112491415409478,0.2727272727272729,1424,513.4765918448938,0.0,1.0
79,2018-03-21,1.0,0,1.5,1,1.0,1,-0.3625000577191274,-0.3962096908587014,0.7739174311447335,1.090909090909091,1676,588.4891532399383,0.0,1.0
80,2018-03-22,1.0,0,1.5,1,1.5,2,-0.29584723364604226,-0.21201608829001753,-0.029420176513333837,0.4545454545454546,2243,750.9391992807551,0.0,1.0
81,2018-03-23,1.0,0,1.5,1,1.5,1,-0.8157392614161071,-0.8382743370235428,1.5127011239017059,0.5454545454545454,1918,658.7842580188012,0.0,1.0
82,2018-03-24,1.0,0,1.5,1,1.5,1,-1.149003381781533,-1.255779836179226,1.268830778719792,0.6363636363636366,1699,595.2387813118382,1.0,0.0
83,2018-03-25,1.0,0,1.5,1,0.5,2,-1.2689784651130862,-1.3417368507112784,-0.9618656139735904,0.5151515151515152,1910,656.4848449125149,1.0,0.0
84,2018-03-26,1.0,0,1.5,1,0.0,2,-1.2556479002984693,-1.3294572772066995,-1.6863039923080974,0.28787878787878796,1515,540.7989052613269,0.0,1.0
85,2018-03-27,1.0,0,1.5,1,0.0,1,-1.3223007243715545,-1.3785755712250154,-0.9690382711848232,0.030303030303030467,1221,451.44785841629476,0.0,1.0
86,2018-03-28,1.0,0,1.5,1,1.0,2,-1.2689784651130862,-1.3294572772066995,-2.34618845574151,0.3181818181818181,1806,626.4449170971219,0.0,1.0
87,2018-03-29,1.0,0,1.5,1,1.5,2,-1.0556894280792137,-1.1207045276288579,-2.260116569206717,0.46969696969696967,2108,712.9466799502403,0.0,1.0
88,2018-03-30,1.0,0,1.5,1,1.5,1,-1.0690199928938307,-1.083865807115121,0.1283782821337867,-0.07575757575757576,1368,496.5202202317562,0.0,1.0
89,2018-03-31,1.0,0,1.5,1,1.5,0,-1.2423173354838524,-1.3294572772066995,2.0721683863778595,0.3787878787878788,1506,538.1090209492417,1.0,0.0
90,2018-01-04,0.0,0,0.0,1,1.5,1,-1.0690199928938307,-1.1698228216471738,0.40811191337186303,0.7878787878787881,1920,659.3588638363677,0.0,1.0
91,2018-02-04,0.0,0,1.0,1,0.5,1,-0.9890366040061285,-0.9733496455739107,0.1785868826124161,0.16666666666666663,1354,492.263382953017,1.0,0.0
92,2018-03-04,0.0,0,1.5,1,0.5,2,-0.6424419188260855,-0.5926828669319644,-1.0694554721420815,0.015151515151515098,1598,565.4836963830062,1.0,0.0
93,2018-04-04,1.0,0,1.5,1,1.0,2,0.42400326634327773,0.41424216044350776,-1.4567789615486495,2.075757575757576,2381,789.3879335623618,0.0,1.0
94,2018-05-04,1.0,0,2.0,1,1.5,1,-0.44248344660682987,-0.4698871318861751,0.09251499607762298,2.1060606060606064,1628,574.3533995983481,0.0,1.0
95,2018-06-04,1.0,0,3.0,1,0.0,2,-0.5757890947530002,-0.5312849994090697,-1.134009387043176,0.8333333333333336,2395,793.2676613268867,0.0,1.0
96,2018-07-04,1.5,0,2.0,0,1.0,2,-0.3225083632752767,-0.2488548088037544,-0.18721863516045437,-0.1818181818181817,2570,841.4566282575508,1.0,0.0
97,2018-08-04,1.5,0,2.5,1,1.5,1,-0.8690615206745751,-0.9242313515555952,1.4840104950567743,0.46969696969696967,1299,475.46888414514063,1.0,0.0
98,2018-09-04,1.5,0,2.5,1,0.0,1,-0.842400391045341,-0.8137151900143846,1.7852620979285498,-0.48484848484848475,1576,558.9617930786902,0.0,1.0
99,2018-10-04,1.0,0,2.0,1,1.5,1,-0.37583062253374466,-0.2979731028220699,1.641808953703895,-0.34848484848484834,1707,597.5829361155191,0.0,1.0
100,2018-11-04,1.0,0,1.5,1,0.5,1,0.5439783496748309,0.5615970424984548,0.6304642869200786,1.4545454545454546,2493,820.3224332145443,1.0,0.0
101,2018-12-04,1.0,0,1.0,1,0.0,1,0.037416886719383764,0.11953239633361332,0.7882627455671992,0.9545454545454545,1777,618.018070378918,0.0,1.0
102,2018-04-13,1.0,0,1.5,1,1.5,1,-0.4558140114214471,-0.34709139684038587,1.3620753224658186,0.7121212121212123,1953,668.8256923280625,0.0,1.0
103,2018-04-14,1.0,0,1.5,1,1.5,2,-0.14921102068525507,-0.0769407797396492,-0.639096039468117,-0.712121212121212,2738,887.2106204932245,1.0,0.0
104,2018-04-15,1.0,0,1.5,1,0.5,2,-0.26918610401680826,-0.19973651478543844,0.3005220552033719,0.46969696969696967,2484,817.8452287007069,1.0,0.0
105,2018-04-16,1.0,0,1.5,0,0.0,0,-0.34916949290451066,-0.2979731028220699,1.8569886700408773,1.6212121212121215,674,274.4015579647264,1.0,0.0
106,2018-04-17,1.0,0,1.5,1,0.0,2,-0.21586384475834028,-0.17517736777628068,-1.0694554721420815,1.2424242424242427,2186,734.945277783903,0.0,1.0
107,2018-04-18,1.0,0,1.5,1,1.0,2,0.09073914597785174,0.18093026385650793,-0.6247507250456512,-0.16666666666666663,2760,893.1673614588584,0.0,1.0
108,2018-04-19,1.0,0,1.5,1,1.5,1,0.050747451534000516,0.09497324932445556,0.2646587691472082,-0.2272727272727273,2795,902.6278896339479,0.0,1.0
109,2018-04-20,1.0,0,1.5,1,1.5,2,0.5439783496748309,0.5493174689938757,-0.1083194058368941,0.6212121212121212,3331,1045.22398385721,0.0,1.0
110,2018-04-21,1.0,0,1.5,1,1.5,2,-0.20253327994372305,-0.12605907375796516,-1.5930594485620715,1.46969696969697,3444,1074.783898899747,1.0,0.0
111,2018-04-22,1.0,0,1.5,1,0.5,1,-0.8690615206745751,-0.9365109250601739,0.7237088306661041,0.3939393939393939,1506,538.1090209492417,1.0,0.0
112,2018-04-23,1.0,0,1.5,1,0.0,1,-0.1892027151291063,-0.15061822076712292,1.8569886700408773,0.5151515151515152,2574,842.5516292599125,0.0,1.0
113,2018-04-24,1.0,0,1.5,1,0.0,1,0.46399496078712893,0.47564002796640237,1.3046940647759557,0.12121212121212133,2481,817.0191650041388,0.0,1.0
114,2018-04-25,1.0,0,1.5,1,1.0,2,0.6106311737479161,0.6107153365167702,1.0608237195940433,0.04545454545454557,3300,1037.0858987846746,0.0,1.0
115,2018-04-26,1.0,0,1.5,1,1.5,2,0.7439368218940865,0.7335110715625595,0.7165361734548717,1.4848484848484849,3722,1146.8392643573984,0.0,1.0
116,2018-04-27,1.0,0,1.5,1,1.5,1,0.6772839978210013,0.6229949100213493,1.476837837845542,1.3333333333333333,3325,1043.6498492904548,0.0,1.0
117,2018-04-28,1.0,0,1.5,1,1.5,1,0.6639534330063845,0.6352744835259281,0.5157017715403541,1.4242424242424243,3489,1086.5107699129053,1.0,0.0
118,2018-04-29,1.0,0,1.5,1,0.5,2,0.0774085811632345,0.14409154334277108,-1.2344265880004344,0.6060606060606064,3717,1145.5513363235243,1.0,0.0
119,2018-04-30,1.0,0,1.5,1,0.0,2,-0.1225498910560211,-0.06466120623507055,-0.9044843562837286,0.5606060606060608,3347,1049.4193919882587,0.0,1.0
120,2018-01-05,0.0,0,0.0,1,1.5,1,-0.24252497438757425,-0.162897794271702,0.9532338614255521,-0.7575757575757576,2213,742.5298148679691,0.0,1.0
121,2018-02-05,0.0,0,1.0,1,0.0,1,0.2906976181971073,0.35284429292061315,0.7237088306661041,0.030303030303030467,3554,1103.4056715700488,0.0,1.0
122,2018-03-05,0.0,0,1.5,1,0.0,1,0.6639534330063845,0.6598336305350863,0.48701114269542384,1.6515151515151516,3848,1179.2019963810044,0.0,1.0
123,2018-04-05,1.0,0,1.5,1,1.5,1,-0.44248344660682987,-0.43304841137243827,0.7739174311447335,1.5000000000000002,2378,788.5560742999762,0.0,1.0
124,2018-05-05,1.0,0,2.0,1,1.5,2,-0.20253327994372305,-0.19973651478543844,-1.3276711317464602,1.166666666666667,3819,1171.7691240594295,1.0,0.0
125,2018-06-05,1.0,0,3.0,1,0.0,2,-0.09588876142678664,-0.0032633387121759204,-0.2804631789064798,0.48484848484848503,3714,1144.7784423159444,0.0,1.0
126,2018-07-05,1.5,0,2.0,1,1.5,2,0.13073084042170294,0.2300485578748239,-0.631923382256884,-0.19696969696969682,3102,984.8033244808862,0.0,1.0
127,2018-08-05,1.5,0,2.5,1,0.5,2,0.18405309968017092,0.2668872783885603,0.020788423965295563,-1.0757575757575757,2932,939.4738934870637,1.0,0.0
128,2018-09-05,1.5,0,2.5,1,1.0,2,0.19738366449478814,0.31600557240687627,-0.28763583611771265,-0.045454545454545296,3698,1140.6545988681466,0.0,1.0
129,2018-10-05,1.0,0,2.0,1,1.5,2,0.19738366449478814,0.29144642539771853,-1.004901557240987,-0.6666666666666666,4109,1245.6916004974498,0.0,1.0
130,2018-11-05,1.0,0,1.5,1,0.0,2,0.2507059237532561,0.3282851459114549,0.0279610811765279,-0.6060606060606061,3632,1123.6124520220526,0.0,1.0
131,2018-12-05,1.0,0,1.0,1,1.0,2,0.2107142293094049,0.3037259989022972,0.8528166604682933,0.09090909090909086,4169,1260.8766581305629,0.0,1.0
132,2018-05-13,1.0,0,2.0,1,0.5,1,0.09073914597785174,0.11953239633361332,1.6776722397600587,-0.015151515151515098,3413,1066.6906886881986,1.0,0.0
133,2018-05-14,1.0,0,2.0,1,0.0,1,0.14406140523631972,0.15637111684735017,2.100859015222791,-0.46969696969696967,2507,824.1729328926127,0.0,1.0
134,2018-05-15,1.0,0,2.0,1,0.0,1,0.3706810070848098,0.3774034399297709,1.70636286860499,-0.28787878787878796,2971,949.910474370424,0.0,1.0
135,2018-05-16,1.0,0,2.0,1,1.0,2,0.45066439597251173,0.4633604544618233,1.139722948917603,-0.5454545454545454,3185,1006.7848474879061,0.0,1.0
136,2018-05-17,1.0,0,2.0,1,1.5,1,0.3573504422701925,0.3896830134343496,1.4983558094792402,0.9848484848484852,3445,1075.0447695593516,0.0,1.0
137,2018-05-18,1.0,0,2.0,1,1.5,1,0.3040281830117246,0.3282851459114549,1.727880840238688,0.21212121212121218,3319,1042.0752460049641,0.0,1.0
138,2018-05-19,1.0,0,2.0,1,1.5,1,0.19738366449478814,0.2177689843702448,1.4409745517893784,-0.7272727272727273,3840,1177.1524748286088,1.0,0.0
139,2018-05-20,1.0,0,2.0,1,0.5,2,0.22404479412402215,0.34056471941603406,0.6519822585537767,-0.5606060606060606,4008,1220.04703780268,1.0,0.0
140,2018-05-21,1.0,0,2.0,1,0.0,2,0.5839700441186821,0.5984357630121916,-0.01507486209086815,-0.6060606060606061,3547,1101.5886857817966,0.0,1.0
141,2018-05-22,1.0,0,2.0,1,0.0,2,0.5973006089332994,0.6107153365167702,0.867161974890759,-0.33333333333333326,3084,980.0235179475869,0.0,1.0
142,2018-05-23,1.0,0,2.0,1,1.0,1,0.7439368218940865,0.7089519245534017,1.2975214075647235,0.5454545454545454,3438,1073.21841234935,0.0,1.0
143,2018-05-24,1.0,0,2.0,1,1.5,1,0.9039035996694914,0.7949089390854541,0.8026080599896639,0.2727272727272729,3833,1175.3585655505003,0.0,1.0
144,2018-05-25,1.0,0,2.0,1,1.5,2,0.9039035996694914,0.8685863801129279,0.47983848548419045,-0.2727272727272726,4238,1278.2949879588314,0.0,1.0
145,2018-05-26,1.0,0,2.0,1,1.5,2,1.157184331147215,1.1018982766999277,0.3507306556820013,0.1969696969696971,3919,1197.3608937648148,1.0,0.0
146,2018-05-27,1.0,0,2.0,1,0.5,2,1.0105481181864273,1.0036616886632959,0.1785868826124161,0.6060606060606064,3808,1168.9473256105268,1.0,0.0
147,2018-05-28,1.0,0,2.0,0,0.0,2,0.8772424700402569,0.84402723310377,0.7237088306661041,0.5000000000000001,2757,892.3555412078061,1.0,0.0
148,2018-05-29,1.0,0,2.0,1,0.0,2,0.943895294113342,0.8685863801129279,1.3620753224658186,0.33333333333333354,2433,803.7795714324122,0.0,1.0
149,2018-05-30,1.0,0,2.0,1,1.0,2,1.3038205441080026,1.2124144382411377,0.4009392561606307,-0.4999999999999999,2549,835.7032473564967,0.0,1.0
150,2018-05-31,1.0,0,2.0,1,1.5,2,1.5304401459564922,1.5439629228647682,0.05665171002145927,-0.6969696969696969,3309,1039.4498629153677,0.0,1.0
151,2018-01-06,0.0,0,0.0,1,1.5,1,1.463787321883407,1.5071242023510318,0.34355799847076895,0.2727272727272729,3461,1079.2170039118016,1.0,0.0
152,2018-02-06,0.0,0,1.0,1,0.0,2,1.1971760255910662,1.0405004091770331,-2.3246704841078114,1.1363636363636367,4232,1276.7822183316355,0.0,1.0
153,2018-03-06,0.0,0,1.5,1,0.0,2,0.6772839978210013,0.6966723510488226,-1.9732102807574072,0.7424242424242425,4414,1322.5147739289123,0.0,1.0
154,2018-04-06,1.0,0,1.5,1,1.5,2,0.7572673867087037,0.7335110715625595,-1.241599245211667,-0.5757575757575756,3473,1082.3440911836806,0.0,1.0
155,2018-05-06,1.0,0,2.0,1,0.5,1,0.8372507755964061,0.8685863801129279,0.16424156818995042,-0.4242424242424241,3221,1016.2895088194836,1.0,0.0
156,2018-06-06,1.0,0,3.0,1,1.0,2,0.9972175533718105,0.9054251006266647,-0.2087366067941524,-0.5909090909090909,3875,1186.1139523248642,0.0,1.0
157,2018-07-06,1.5,0,2.0,1,1.5,2,1.157184331147215,1.1141778502045059,-0.22308192121661807,0.07575757575757576,4070,1235.801710262785,0.0,1.0
158,2018-08-06,1.5,0,2.5,1,0.0,2,1.5304401459564922,1.5562424963693473,-0.05093814814703186,-0.43939393939393945,3725,1147.6118841479288,0.0,1.0
159,2018-09-06,1.5,0,2.5,1,1.5,1,1.7037374885465137,1.7404360989380312,-0.43826163755360037,-0.3181818181818181,3352,1050.729777844688,0.0,1.0
160,2018-10-06,1.0,0,2.0,1,1.5,2,1.4237956274395558,1.4088876143144007,-0.1728733207379887,-0.409090909090909,3771,1159.445923554099,1.0,0.0
161,2018-11-06,1.0,0,1.5,1,0.0,2,1.250498284849534,1.2492531587548743,0.18575953982364843,-0.25757575757575746,3237,1020.5081685056259,0.0,1.0
162,2018-12-06,1.0,0,1.0,1,1.5,2,1.0772009422595126,1.0405004091770331,0.8528166604682933,-0.16666666666666663,2993,955.7877933661613,0.0,1.0
163,2018-06-13,1.0,0,3.0,1,1.0,2,0.7572673867087037,0.7826293655808755,-0.9618656139735904,1.272727272727273,4157,1257.8425471511312,0.0,1.0
164,2018-06-14,1.0,0,3.0,1,1.5,2,0.5973006089332994,0.7212314980579808,-0.8757937274387972,0.893939393939394,4164,1259.612620565073,0.0,1.0
